Datum ID,Repeat,Plant ID,light_intensity,r,g,b,w,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,pitch,roll,time,Phi2_2000,PhiNPQ_2000,NPQt_2000,PhiNO_2000,qL_2000,FvP/Fm_2000_P,qP_2000,Phi2_1500,PhiNPQ_1500,NPQt_1500,PhiNO_1500,qL_1500,FvP/Fm_1500_P,qP_1500,Fm_2000_Prime,Fs_2000,Fo_2000_Prime,RFd,MPF_slope_2000,MPF_rsquared_2000,baseline,Light Intensity (PAR),Leaf Temp Differential,Ambient Temperature,Ambient Humidity,Leaf Angle,Fm_1500_Prime,Fs_1500,Fo_1500_Prime,MPF_slope_1500,MPF_rsquared_1500,order,Phi2_1000,PhiNPQ_1000,NPQt_1000,PhiNO_1000,qL_1000,FvP/Fm_1000_P,qP_1000,Fm_1000_Prime,Fs_1000,Fo_1000_Prime,MPF_slope_1000,MPF_rsquared_1000,Phi2_500,PhiNPQ_500,NPQt_500,PhiNO_500,qL_500,FvP/Fm_500_P,qP_500,Fm_500_Prime,Fs_500,Fo_500_Prime,MPF_slope_500,MPF_rsquared_500,Phi2_250,PhiNPQ_250,NPQt_250,PhiNO_250,qL_250,FvP/Fm_250_P,qP_250,Fm_250_Prime,Fs_250,Fo_250_Prime,MPF_slope_250,MPF_rsquared_250,LEF,messages,PhiNPQ_2000_MPF,npqt_2000_MPF,PhiNPQ_1500_MPF,npqt_1500_MPF,PhiNPQ_1000_MPF,npqt_1000_MPF,PhiNPQ_500_MPF,npqt_500_MPF,PhiNPQ_250_MPF,npqt_250_MPF,User,Device ID,Status,Notes,Latitude,Longitude
2644906,1,29,0,1,1,1,1,23.76,20.71387,775.52142,23.57,48.72559,775.53534,21.21,0.34,SE,237.82,22.329,-19.32,11.42,4/20/22,0.177,0.752,10.548,0.071,0.509,0.297,0.596,0.235,0.689,9.044,0.076,0.632,0.327,0.718,224.768,185,158,0.948,-88044.597,-0.977,0,0,-2.55,23.76,20.71387,22.329,230.009,176,155,-113925.423,-0.992,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.346,0.554,5.539,0.1,0.71,0.427,0.81,272.771,178.3,156,-207166.245,-0.994,0.43,0.459,4.152,0.111,0.798,0.486,0.885,309.61,176.3,159,-276657.901,-0.99,0.487,0.401,3.579,0.112,0.89,0.516,0.943,330.52,169.7,160,-304479.457,-0.994,,,,,,,,,,,,,1865,41:00:13:18,submitted,,41.3126559,-105.5850634
2577993,1,27,1266.445,7511.6,2553.2,2673.8,10519.4,33.2,15.54297,785.83728,32.66,21.5918,785.8197,34.29,0.43,NE,295.61,19.511,-19.51,0.18,3/14/22,0.059,0.925,58.403,0.016,0.765,0.076,0.779,0.071,0.907,42.565,0.021,0.686,0.101,0.709,293.696,276.3,271,0.053,-29781.62,-0.761,0,1266.445,1.09,33.2,15.54297,19.511,302.246,280.7,272,-44612.614,-0.934,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.062,0.918,45.454,0.02,0.63,0.095,0.653,302.784,284,274,-31209.978,-0.592,0.084,0.89,35.325,0.025,0.686,0.118,0.713,319.657,292.7,282,-50751.41,-0.904,0.05,0.925,37.199,0.025,0.413,0.05,0.415,320.056,304,284,5120.094,0.302,28.589,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.312665,-105.5850183
2577988,1,13,0.043,4.6,3.6,3.6,4.6,33.49,15.55273,785.98859,32.42,23.53809,785.90155,33.55,0.27,NW,23.27,15.133,-14.73,-3.5,3/14/22,0.199,0.687,6.008,0.114,0.357,0.411,0.485,0.217,0.675,6.269,0.108,0.412,0.402,0.54,677.863,543,400,0.698,-336302.106,-1,0,0.043,0.06,33.49,15.55273,15.133,666.877,522.3,399,-259863.218,-0.983,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.255,0.629,5.469,0.115,0.455,0.43,0.594,710.509,529,405,-205293.187,-0.896,0.341,0.521,3.768,0.138,0.506,0.506,0.674,850.27,560.3,420,-50208.827,-0.248,0.411,0.446,3.129,0.143,0.591,0.411,0.751,931.722,548.7,427,108857.291,0.464,0.008,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.312665,-105.5849833
2577987,1,5,0.058,3.6,2.6,2.6,3.6,33.5,17.50879,785.84155,32.91,28.50488,785.77399,33.71,1.66,NE,308.26,17.253,-16.26,-5.86,3/14/22,0.184,0.72,7.513,0.096,0.392,0.364,0.504,0.206,0.7,7.51,0.093,0.453,0.364,0.566,301.752,246.3,192,0.635,-99517.378,-0.952,0,0.058,0.21,33.5,17.50879,17.253,303.669,241,193,-103328.749,-0.904,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.242,0.661,6.807,0.097,0.512,0.385,0.63,317.217,240.3,195,-98368.167,-0.837,0.315,0.574,5.19,0.111,0.584,0.441,0.715,362.692,248.3,203,-88904.995,-0.775,0.388,0.486,3.879,0.125,0.635,0.5,0.777,410.435,251,205,-117405.685,-0.992,0.01,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.312625,-105.5849983
2577986,1,t,0.065,2,1.2,1.2,2,33.23,16,785.8067,35.17,24.04785,785.8031,34.05,1.78,NE,300.95,17.045,-16.03,-5.86,3/14/22,0.194,0.703,6.849,0.103,0.388,0.383,0.507,0.207,0.7,7.503,0.093,0.455,0.365,0.567,309.1,249,191,0.657,-108161.238,-0.99,0,0.065,0.82,33.23,16,17.045,298.413,236.7,190,-102392.22,-0.966,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.244,0.658,6.654,0.099,0.505,0.389,0.626,313.759,237.3,192,-100641.213,-0.984,0.304,0.589,5.533,0.106,0.586,0.428,0.712,340.65,237,195,-43910.519,-0.519,0.397,0.48,3.9,0.123,0.66,0.499,0.795,397.181,239.7,199,-122373.518,-0.948,0.012,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31262,-105.5850533
2577985,1,4,105.189,706,223,262,910,33.54,13.64355,785.47687,35.53,44.52734,785.33649,33.07,0.13,E ,251.02,60.095,-35.71,-52.12,3/14/22,0.221,0.682,7.024,0.097,0.466,0.378,0.583,0.288,0.618,6.578,0.094,0.629,0.392,0.736,160.816,125.3,100,0.821,-91877.719,-0.994,0,105.189,-0.47,33.54,13.64355,60.095,164.393,117,100,-107981.183,-0.993,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.353,0.538,4.956,0.109,0.667,0.45,0.784,181.933,117.7,100,-103331.166,-0.968,0.388,0.5,4.429,0.113,0.704,0.473,0.819,150.765,92.3,79,-66423.466,-0.9,0.451,0.435,3.814,0.114,0.81,0.503,0.896,168.756,92.7,84,-34261.25,-0.493,21.343,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2577984,1,17,0.056,3.4,2.4,3,3.4,32.71,15.99316,785.67163,32.33,23.07324,785.6272,32.97,2.55,NW,29.74,84.183,-11.28,84.07,3/14/22,0.238,0.664,6.809,0.098,0.5,0.385,0.619,0.255,0.652,7.059,0.092,0.566,0.377,0.677,379.247,289,233,1.166,-215269.939,-0.998,0,0.056,0.26,32.71,15.99316,84.183,372.805,277.7,232,-152538.209,-0.944,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.345,0.545,4.931,0.11,0.64,0.451,0.764,428.004,280.3,235,-186353.55,-0.985,0.456,0.418,3.302,0.126,0.739,0.531,0.858,512.259,278.7,240,-115567.672,-0.514,0.538,0.326,2.407,0.136,0.814,0.589,0.914,587.634,271.3,242,-4886.868,-0.013,0.014,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31264167,-105.5849883
2577983,1,21,0.673,15,10.2,11,16.2,31.44,15.52539,785.42139,32.27,47.0918,785.28674,30.87,1.98,S ,174.24,82.235,0.65,82.23,3/14/22,0.196,0.723,8.929,0.081,0.498,0.33,0.596,0.255,0.655,7.312,0.09,0.583,0.37,0.689,125.285,100.7,84,1.203,-65740.707,-0.98,0,0.673,-0.57,31.44,15.52539,82.235,133.318,99.3,84,-83874.324,-0.98,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.351,0.543,5.1,0.106,0.675,0.444,0.789,153.004,99.3,85,-117271.55,-0.971,0.482,0.389,3.012,0.129,0.764,0.549,0.877,188.382,97.7,85,-181510.185,-0.991,0.546,0.321,2.405,0.133,0.839,0.589,0.927,209.245,95,86,-179741.052,-0.975,0.165,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2577970,1,30,0.067,3,2,2,3,32.94,19.5957,785.85486,34.24,25.60742,785.80969,33.03,0.7,NW,51.82,86.106,-6.2,-86.08,3/14/22,0.17,0.781,16.057,0.049,0.718,0.222,0.766,0.206,0.731,11.546,0.063,0.667,0.28,0.735,255.162,211.7,198,0.344,-90750.259,-0.956,0,0.067,0.09,32.94,19.5957,86.106,283.348,225,204,-123731.787,-0.958,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.211,0.721,10.534,0.068,0.631,0.297,0.709,298.568,235.7,210,-115972.494,-0.966,0.231,0.702,10.531,0.067,0.711,0.297,0.778,306.559,235.7,215,-83602.428,-0.825,0.256,0.675,9.837,0.069,0.764,0.31,0.824,311.813,232,215,-77615.894,-0.7,0.008,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31265833,-105.5850017
2577968,1,26,0,1.2,1.2,0.2,0.2,30.65,14.93164,785.12976,30.61,53.85645,785.15466,29.37,0.96,N ,348.09,6.713,-6.06,-2.9,3/14/22,0.151,0.79,13.466,0.059,0.527,0.252,0.599,0.155,0.791,14.653,0.054,0.589,0.238,0.652,220.661,187.3,165,0.564,-65824.088,-0.996,0,0,-1.28,30.65,14.93164,6.713,212.243,179.3,162,-58145.759,-0.981,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.234,0.7,10.551,0.066,0.724,0.297,0.788,233.284,178.7,164,-89253.021,-0.989,0.312,0.607,7.505,0.081,0.791,0.365,0.857,261.252,179.7,166,-115046.841,-0.98,0.361,0.557,6.737,0.083,0.894,0.387,0.932,267.437,171,164,-128216.25,-0.987,,,,,,,,,,,,,1865,41:00:13:18,submitted,,41.3126317,-105.5849021
2577962,1,23,0.057,2.8,2,2,2.8,31.09,20.14258,785.5556,31.12,49.3457,785.42151,28.07,0.87,SE,207.58,7.941,-7.73,-1.83,3/14/22,0.181,0.735,8.787,0.084,0.443,0.333,0.544,0.211,0.712,9.274,0.077,0.563,0.322,0.656,160.353,131.3,107,0.699,-74400.276,-0.986,0,0.057,-3.02,31.09,20.14258,7.941,159.297,125.7,108,-71709.115,-0.995,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.292,0.612,6.406,0.096,0.626,0.397,0.735,179.832,127.3,108,-95954.943,-0.988,0.37,0.523,4.908,0.107,0.711,0.452,0.818,200.502,126.3,110,-109121.936,-0.991,0.412,0.482,4.504,0.107,0.789,0.47,0.876,205.638,121,109,-104363.16,-0.933,0.011,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2577945,1,25,0.079,3.2,2.2,2.2,3.2,25.85,17.14453,785.13959,27.22,48.72461,785.13159,27.03,1.2,N ,16.06,90.633,-11.52,90.65,3/14/22,0.152,0.791,13.848,0.057,0.544,0.247,0.613,0.178,0.765,13.617,0.056,0.651,0.25,0.713,212.587,180.3,160,0.723,-75852.802,-0.96,0,0.079,1.18,25.85,17.14453,90.633,213.417,175.3,160,-68402.866,-0.925,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.242,0.69,10.102,0.068,0.726,0.305,0.792,235.223,178.3,163,-77226.781,-0.982,0.362,0.551,6.285,0.088,0.846,0.401,0.902,278.862,178,167,-112092.243,-0.952,0.42,0.491,5.499,0.089,0.963,0.429,0.979,292.407,169.7,167,-74471.573,-0.605,0.015,,,,,,,,,,,,1865,41:00:13:18,submitted,,41.3125194,-105.5850581
2577944,1,33,0.221,1.2,1.2,1.2,2,24.91,20.97363,785.63403,26.79,46.34766,785.42444,25.57,0.39,S ,170.06,18.243,-18.19,-1.41,3/14/22,0.167,0.708,5.666,0.125,0.274,0.423,0.396,0.179,0.734,8.403,0.087,0.421,0.342,0.524,180.14,150,104,1.263,-63866.44,-0.992,0,0.221,0.66,24.91,20.97363,18.243,157.974,129.7,104,-33881.805,-0.863,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.23,0.676,7.251,0.093,0.506,0.23,0.616,298.389,130.3,106,9741.109,0.25,0.439,0.414,2.824,0.147,0.614,0.561,0.784,250.36,140.3,110,-18499.77,-0.335,0.558,0.278,1.692,0.164,0.696,0.645,0.866,312.242,138,111,-44466.394,-0.435,0.055,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2569854,1,31,0,1,1,1,1,24.16,32.46094,772.55219,25.02,59.72754,772.29999,25.47,0.89,SW,114.15,8.038,-7.2,3.59,3/9/22,0.149,0.772,9.781,0.079,0.386,0.312,0.477,0.17,0.759,10.775,0.07,0.494,0.293,0.58,100.234,85.3,69,0.5,-36814.651,-0.97,0,0,1.31,24.16,32.46094,8.038,97.596,81,69,-38933.019,-1,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.247,0.674,8.595,0.078,0.647,0.337,0.734,104.092,78.3,69,-53089.711,-0.988,0.303,0.605,6.591,0.092,0.677,0.391,0.775,114.346,79.7,70,-62840.488,-0.999,0.333,0.579,6.592,0.088,0.778,0.391,0.852,114.996,76.7,70,-59331.223,-0.981,,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2569772,1,28,0.457,6.4,1.4,2,6.4,22.75,26.06934,773.0625,24.96,29.50195,772.92859,24.75,0.15,E ,276.98,18.062,-17.97,-1.89,3/9/22,0.169,0.732,7.405,0.099,0.351,0.367,0.46,0.205,0.705,7.826,0.09,0.467,0.356,0.576,451.728,375.3,286,1.091,-145228.45,-0.998,0,0.457,2,22.75,26.06934,18.062,439.472,349.3,283,-169841.639,-0.998,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.297,0.586,5.023,0.117,0.522,0.448,0.664,527.485,370.7,291,-267968.121,-0.997,0.459,0.382,2.415,0.158,0.595,0.588,0.781,755.405,408.3,311,-638228.162,-0.955,0.522,0.316,1.956,0.162,0.661,0.623,0.838,833.492,398.7,314,-746158.591,-0.971,0.107,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.312625,-105.5850317
2569759,1,15,0.053,4.6,3.6,3.6,4.6,23.74,19.11816,772.12659,24.6,51.66016,772.14978,24.57,0.21,SE,220.66,12.542,-12.41,-1.83,3/9/22,0.071,0.901,32.413,0.028,0.525,0.127,0.559,0.085,0.886,30.774,0.029,0.605,0.133,0.639,171.908,159.7,150,0.169,-23559.443,-0.848,0,0.053,0.83,23.74,19.11816,12.542,177.421,162.3,154,-19487.053,-0.764,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.133,0.824,19.354,0.043,0.641,0.193,0.689,191.915,166.3,155,-56781.448,-0.968,0.133,0.824,19.084,0.043,0.632,0.195,0.681,192.661,167,155,-48860.226,-0.987,0.145,0.813,19.324,0.042,0.705,0.194,0.748,190.976,163.3,154,-37936.069,-0.893,0.003,,,,,,,,,,,,1865,41:00:13:18,submitted,,41.3126238,-105.5849963
2569746,1,21,0,0,0,0,0,20.52,22.56641,772.90546,21.31,26.86133,772.72943,20.81,0.52,E ,274.83,2.373,-1.56,-1.79,3/9/22,0.145,0.715,5.113,0.14,0.212,0.444,0.326,0.175,0.718,6.731,0.107,0.336,0.387,0.453,401.028,343,223,1.056,-116735.01,-0.912,0,0,0.29,20.52,22.56641,2.373,355.602,293.3,218,-118160.951,-0.972,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.266,0.627,5.855,0.107,0.509,0.416,0.64,371.472,272.7,217,-175142.997,-0.987,0.435,0.429,3.159,0.136,0.656,0.54,0.806,485.545,274.3,223,-313734.78,-0.996,0.514,0.326,2.032,0.16,0.656,0.617,0.833,594.955,289.3,228,-444378.755,-0.999,,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31261,-105.5851017
2564982,1,22,0.441,3.8,1.8,1.8,4.8,24.94,25.10449,781.8642,23.29,33.99023,781.6344,25.95,0.33,N ,340.9,15.625,-15.29,3.24,3/7/22,0.19,0.7,6.383,0.11,0.355,0.398,0.478,0.237,0.669,7.106,0.094,0.516,0.376,0.631,387.332,313.7,233,1.143,-162583.842,-0.991,0,0.441,1.01,24.94,25.10449,15.625,370.074,282.3,231,-154308.551,-0.981,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.301,0.587,5.274,0.111,0.554,0.437,0.689,415.999,290.7,234,-216268.098,-0.995,0.45,0.4,2.655,0.15,0.613,0.572,0.787,572.129,314.7,245,-429689.147,-0.964,0.533,0.31,1.978,0.157,0.698,0.621,0.859,656.5,306.3,249,-631383.646,-0.959,0.106,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31257,-105.5850667
2564981,1,29,1.344,10,4,4,13,24.57,25.10742,782.05811,24.32,31.6543,781.81659,26.29,0.51,NE,293.63,12.482,-12.47,0.65,3/7/22,0.123,0.809,11.856,0.068,0.37,0.275,0.447,0.145,0.792,12.517,0.063,0.47,0.265,0.547,234.529,205.7,170,0.598,-63161.929,-0.983,0,1.344,1.72,24.57,25.10742,12.482,230.831,197.3,170,-66933.422,-0.978,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.198,0.733,10.64,0.069,0.588,0.295,0.669,245.529,197,173,-97713.201,-0.989,0.315,0.589,6.098,0.097,0.668,0.407,0.772,302.069,207,179,-188318.449,-0.997,0.374,0.51,4.416,0.116,0.664,0.474,0.789,344.086,215.3,181,-234265.163,-0.994,0.226,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31265333,-105.5849983
2564980,1,8,26.11,171,54,60,228,25.32,24.17383,782.10016,23.4,33.12305,781.85864,25.95,0.14,NE,294.47,5.04,-4.28,-2.67,3/7/22,0.134,0.765,7.562,0.101,0.272,0.363,0.37,0.189,0.717,7.603,0.094,0.411,0.362,0.522,333.774,289,213,0.893,-77131.315,-0.982,0,26.11,0.63,25.32,24.17383,5.04,328.814,266.7,210,-123788.583,-0.935,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.206,0.71,8.465,0.084,0.504,0.34,0.606,318.277,252.7,210,-84241.685,-0.937,0.328,0.575,5.923,0.097,0.694,0.413,0.794,364.846,245,214,-126413.281,-0.974,0.472,0.401,3.16,0.127,0.761,0.54,0.874,480.259,253.7,221,-237391.357,-0.993,5.544,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31265833,-105.5850133
2564978,1,13,0.804,6.2,3,3.2,8,24.9,19.03613,781.73376,23.94,51.58105,781.54688,25.39,0.51,W ,68.59,10.85,-8.4,-6.89,3/7/22,0.166,0.721,6.392,0.113,0.302,0.398,0.418,0.192,0.708,7.088,0.1,0.394,0.376,0.511,174.317,145.3,105,1.313,-62232.65,-0.997,0,0.804,0.49,24.9,19.03613,10.85,168.356,136,105,-68226.436,-0.991,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.296,0.59,5.186,0.114,0.534,0.441,0.672,191.406,134.7,107,-117400.852,-0.977,0.502,0.342,2.198,0.156,0.66,0.604,0.831,280.403,139.7,111,-270740.246,-0.983,0.568,0.271,1.686,0.161,0.723,0.645,0.88,313.819,135.7,111,-301348.429,-0.986,0.205,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2564887,1,2,0.082,2,1,1,2,16.74,28.12598,782.72906,17.24,33.76855,782.40295,17.03,0.67,NW,40.19,17.419,-14.5,9.76,3/7/22,0.215,0.564,2.553,0.221,0.199,0.579,0.371,0.264,0.573,3.511,0.163,0.331,0.52,0.507,1117.874,877.7,471,1.598,-551782.311,-0.995,0,0.082,0.29,16.74,28.12598,17.419,959.695,706.7,461,-486620.44,-0.996,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.377,0.459,2.792,0.164,0.469,0.563,0.669,1076.734,671.3,471,-772850.27,-0.994,0.551,0.253,1.289,0.196,0.575,0.681,0.809,1562.664,702,499,-1518645.126,-0.997,0.615,0.182,0.899,0.203,0.622,0.72,0.854,1838.184,707.7,515,-1843768.098,-0.994,0.023,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31259167,-105.58502
2559249,1,26,0,2,2,2,2,30.92,9.64062,782.88586,31.08,42.55859,782.72736,29.19,0.94,NW,41.26,10.269,-9.4,4.15,3/3/22,0.113,0.825,13.311,0.062,0.372,0.254,0.443,0.143,0.796,13.096,0.061,0.483,0.257,0.557,115.326,102.3,86,0.598,-31237.772,-0.972,0,0,-1.73,30.92,9.64062,10.269,117.12,100.3,87,-29602.774,-0.82,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.189,0.745,11.292,0.066,0.585,0.284,0.663,124.053,100.7,89,-32377.316,-0.839,0.302,0.606,6.553,0.092,0.67,0.393,0.769,149.468,104.3,91,-58079.296,-0.968,0.374,0.525,5.228,0.1,0.764,0.439,0.852,164.085,102.7,92,-82213.949,-0.956,,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2559245,1,13,1.713,14.4,3.4,5,17,29.7,15.16211,783.11719,29.8,23.27344,783.04297,28.85,0.34,NW,27.5,14.478,-14.17,-2.99,3/3/22,0.184,0.727,8.214,0.089,0.426,0.346,0.532,0.224,0.69,7.978,0.086,0.53,0.352,0.635,405.652,331,265,1.152,-135860.743,-0.947,0,1.713,-0.85,29.7,15.16211,14.478,407.491,316.3,264,-150968.466,-0.925,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.28,0.624,6.556,0.095,0.603,0.392,0.714,448.334,322.7,272,-180545.863,-0.919,0.445,0.418,3.041,0.137,0.664,0.547,0.813,628.725,349,285,-427542.985,-0.993,0.535,0.317,2.153,0.147,0.744,0.607,0.881,737.258,342.7,289,-588143.803,-0.989,0.413,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.312675,-105.58494
2559244,1,25,0,1,2,2,1,30.88,9.93066,782.94421,31.24,41.69824,782.75623,28.67,1.79,NW,36.03,91.809,-9.61,91.83,3/3/22,0.156,0.763,9.38,0.081,0.393,0.32,0.488,0.179,0.749,10.395,0.072,0.508,0.3,0.596,148.482,125.3,101,0.77,-51969.502,-0.98,0,0,-2.21,30.88,9.93066,91.809,145.682,119.7,102,-51025.722,-0.952,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.247,0.667,7.774,0.086,0.59,0.357,0.692,160.29,120.7,103,-67716.481,-0.986,0.379,0.511,4.654,0.11,0.707,0.463,0.818,198.603,123.3,107,-112423.351,-0.99,0.435,0.452,4.008,0.113,0.791,0.494,0.882,211.255,119.3,107,-104174.646,-0.898,,,,,,,,,,,,,1865,41:00:12:f0,submitted,,0,0
2559243,1,7,371.455,2809.6,538.2,845,3401.4,29.43,15.02148,783.10706,29.8,24.01172,783.02856,28.03,0.56,N ,10.78,11.195,-11.11,-1.36,3/3/22,0.192,0.678,5.225,0.13,0.303,0.439,0.437,0.229,0.665,6.243,0.106,0.441,0.403,0.569,804.541,650,451,1.167,-301323.052,-0.978,0,371.455,-1.4,29.43,15.02148,11.195,744.832,574.3,445,-244139.199,-0.939,"[""Phi2_250"", ""PhiNPQ_250"", ""PhiNO_250"", ""Leaf Temp Differential"", ""Leaf Angle"", ""Light Intensity (PAR)"", ""Ambient Temperature"", ""Ambient Humidity""]",0.288,0.596,5.169,0.115,0.512,0.442,0.652,807.772,575,451,-240886.12,-0.834,0.458,0.378,2.304,0.164,0.572,0.596,0.768,1193.876,647.3,482,-650488.836,-0.998,0.538,0.287,1.646,0.174,0.633,0.648,0.83,1425.058,657.7,501,-959049.143,-0.979,90.013,,,,,,,,,,,,1865,06:02:00:83,submitted,,41.31265833,-105.5851117
